goal,target
በማህበረሰቡ የሚመራ የትራፊክ መጨናነቅ እርምጃዎችን ለመተግበር ስትራቴጂ መፍጠር,በእርግጥ፣ በማህበረሰቡ የሚመራ የትራፊክ መረጋጋት እርምጃዎችን ለመተግበር የሚያስችል ስትራቴጂ አለ
ዘላቂ የንግድ ሥራን የሚመስል ጨዋታ ማዘጋጀት,"እርግጥ ነው, እዚህ ላይ ዘላቂ ንግድ አሂድ የሚመስል አንድ ጨዋታ ልማት መመሪያ ነው"
ዘላቂ የጉዞ ልምዶችን በተመለከተ ትምህርት ቤት መፍጠር,"እርግጥ ነው, እዚህ ላይ ዘላቂ የጉዞ ልምዶች ላይ አንድ መማሪያ ነው"
በዕድሜ የገፉ የማህበረሰብ አባላትን በቴክኖሎጂ ውስጥ ለማሳተፍ ስትራቴጂ ማዘጋጀት,በእርግጠኝነት ፣ የአረጋውያን ማህበረሰብ አባላትን በቴክኖሎጂ ውስጥ ለማሳተፍ የሚያስችል ስትራቴጂ እዚህ አለ
ለይዘት ፈጣሪዎች የቤት ስቱዲዮ ለማቋቋም መመሪያ ማዘጋጀት,"እርግጥ ነው, እዚህ ላይ የይዘት ፈጣሪዎች አንድ የቤት ስቱዲዮ ለማዘጋጀት አንድ መመሪያ ነው"
የማህበረሰብ እርምጃዎችን በመጠቀም የአካባቢውን የውሃ መስመሮች ለማነቃቃት ስትራቴጂ መፍጠር,በእርግጠኝነት ፣ በአከባቢው የውሃ መስመሮችን በማህበረሰብ እርምጃ ለማነቃቃት የሚያስችል ስትራቴጂ ይኸው ነው
ለቤተሰቦች የውሃ ጥበቃ ዘዴዎች መመሪያ ይጻፉ,እርግጥ ነው፣ ለቤተሰቦች የውሃ ጥበቃ ዘዴዎች መመሪያ ይኸው ነው
በከተሞች ውስጥ የአየር ብክለትን ለመቀነስ መረጃን እና ሀብቶችን ለመጋራት ድረ-ገጽ መፍጠር,በከተሞች ውስጥ የአየር ብክለትን ለመቀነስ መረጃን እና ሀብቶችን ለማጋራት እዚህ አንድ ድርጣቢያ አለ
በአካባቢው ስለ አደጋ ላይ የወደቁ ዝርያዎች ግንዛቤን ለማሳደግ የማኅበራዊ ሚዲያ ዘመቻ መፍጠር,በአካባቢው ስጋት ላይ ስለወደቁ ዝርያዎች ግንዛቤን ለማሳደግ ማህበራዊ ሚዲያ ዘመቻ እዚህ አለ
በጋራ የአካባቢ ፕሮጀክቶች ላይ ፍላጎት ያላቸውን ግለሰቦች ለማገናኘት የሞባይል አፕሊኬሽን ማዘጋጀት,በእርግጥም በጋራ የአካባቢ ጥበቃ ፕሮጀክቶች ላይ ፍላጎት ያላቸውን ግለሰቦች ለማገናኘት የሚያስችል የሞባይል አፕሊኬሽን አለ
